354800	 668
355464	 644
356128	 632
356744	 620
357376	 620
357996	 632
358628	 740
359364	 788
360140	 804
360948	 824
361784	 820
362608	 764
363360	 728
364076	 684
364780	 668
365436	 644
366092	 624
366720	 616
367308	 612
367944	 600
368548	 596
369144	 600
369724	 604
370344	 612
370960	 612
371564	 612
372172	 628
372804	 656
373464	 676
374128	 680
374820	 684
375492	 656
376164	 636
376796	 628
377420	 620
378040	 612
378656	 604
379260	 596
379856	 588
380440	 592
381036	 604
381644	 628
382268	 656
382924	 696
383624	 716
384336	 692
385028	 672
385700	 660
386364	 652
386988	 628
387640	 612
388256	 600
388856	 588
389444	 580
390020	 580
390600	 580
391180	 580
391760	 584
392344	 580
392924	 576
393500	 572
394072	 584
394656	 608
395264	 660
395928	 672
396576	 644
397244	 644
397884	 636
398520	 644
399164	 644
399808	 628
400436	 616
401052	 612
401664	 624
402284	 632
402920	 628
403548	 620
404168	 620
404788	 624
405408	 640
406052	 640
406688	 640
407320	 624
407956	 624
408580	 624
409204	 628
409832	 636
410468	 628
411096	 620
411700	 616
412332	 616
412948	 628
413576	 664
414240	 672
414908	 660
415576	 640
416212	 628
416840	 616
417456	 616
418076	 620
418680	 612
419308	 616
419920	 608
420528	 600
421128	 600
421728	 604
422336	 644
422980	 644
423620	 636
424256	 612
424872	 608
425476	 612
426088	 616
426704	 620
427328	 624
427948	 612
428560	 608
429168	 612
429780	 600
430380	 600
430960	 592
431576	 588
432164	 596
432748	 600
433356	 600
433956	 600
434552	 592
435148	 596
435736	 600
436344	 612
436956	 620
437576	 644
438220	 644
438864	 632
439496	 632
440136	 644
440772	 644
441416	 640
442056	 632
442692	 628
443316	 628
443944	 632
444576	 632
445216	 620
445828	 620
446444	 604
447044	 608
447660	 612
448276	 636
448908	 656
449568	 676
450236	 668
450912	 656
451564	 632
452176	 616
452816	 604
453416	 592
454012	 588
454596	 580
455172	 576
455756	 584
456340	 604
456936	 648
457592	 692
458280	 696
458960	 664
459640	 628
460248	 616
460888	 616
461496	 608
462112	 596
462704	 584
463288	 576
463864	 564
464428	 568
464996	 572
465568	 588
466156	 604
466760	 596
467356	 612
467964	 624
468596	 640
469232	 632
469868	 620
470484	 620
471104	 624
471732	 624
472352	 608
472964	 600
473560	 588
474148	 584
474732	 588
475316	 612
475932	 624
476556	 632
477188	 624
477808	 620
478432	 628
479060	 636
479700	 640
480336	 644
480980	 632
481612	 636
482232	 628
482864	 616
483488	 608
484100	 620
484720	 632
485356	 640
485992	 644
486636	 644
487280	 652
487936	 648
488580	 632
489208	 628
489840	 624
490464	 636
491100	 632
491732	 616
492344	 604
492952	 600
493544	 596
494148	 604
494756	 636
495388	 692
496080	 728
496808	 732
497536	 716
498240	 692
498948	 672
499624	 652
500256	 636
500908	 612
501524	 596
502116	 580
502680	 576
503276	 580
503852	 604
504460	 632
505088	 636
505724	 664
506388	 700
507088	 720
507808	 732
508540	 704
509240	 664
509904	 652
510560	 636
511196	 612
511808	 600
512408	 588
512996	 584
513580	 588
514172	 608
514776	 628
515408	 648
516052	 636
516692	 640
517328	 656
517984	 680
518664	 684
519348	 664
520012	 660
520672	 648
521320	 648
521968	 640
522608	 624
523236	 616
523848	 612
524460	 612
525072	 644
525716	 676
526376	 672
527064	 668
527732	 668
528400	 676
529076	 664
529740	 640
530380	 624
531004	 616
531616	 608
532228	 612
532840	 632
533472	 616
534088	 612
534692	 612
535312	 624
535936	 644
536580	 648
537228	 632
537864	 624
538484	 624
539108	 624
539732	 620
540352	 616
540968	 600
541568	 600
542168	 600
542768	 612
543380	 636
544016	 640
544648	 632
545288	 624
545912	 628
546544	 620
547160	 620
547780	 616
548376	 624
549020	 612
549636	 612
550244	 600
550844	 596
551440	 592
552032	 592
552628	 600
553228	 604
553820	 604
554436	 612
555048	 640
555688	 648
556332	 620
556936	 616
557568	 608
558176	 604
558780	 596
559380	 584
559960	 576
560536	 572
561112	 576
561688	 596
562280	 616
562896	 632
563528	 624
564152	 636
564788	 656
565440	 652
566096	 644
566740	 620
567360	 604
567968	 596
568560	 596
569156	 596
569752	 588
570340	 580
570904	 596
571516	 616
572132	 636
572768	 636
573404	 624
574028	 628
574656	 624
575280	 620
575880	 604
576504	 604
577108	 604
577712	 604
578320	 608
578924	 596
579520	 600
580124	 620
580740	 624
581368	 636
582004	 644
582644	 644
583288	 644
583932	 628
584560	 624
585184	 624
585808	 628
586436	 620
587052	 612
587668	 612
588284	 632
588912	 640
589548	 632
590184	 644
590828	 656
591488	 680
592164	 656
592820	 648
593468	 644
594112	 644
594752	 636
595380	 616
595992	 608
596612	 608
597224	 612
597836	 620
598456	 620
599076	 612
599688	 604
600284	 604
600896	 620
601516	 656
602176	 676
602848	 664
603496	 644
604148	 632
604788	 628
605416	 620
606036	 616
606652	 604
607256	 596
607848	 600
608456	 604
609056	 616
609672	 636
610308	 632
610940	 620
611560	 620
612180	 624
612804	 628
613428	 624
614056	 620
614676	 620
615300	 628
615920	 636
616560	 648
617204	 632
617840	 616
618456	 616
619072	 624
619696	 628
620320	 620
620928	 616
621560	 616
622176	 620
622796	 632
623428	 632
624060	 620
624680	 608
625288	 600
625888	 592
626476	 588
627068	 592
627660	 588
628248	 588
628836	 588
629428	 604
630028	 628
630656	 628
631284	 620
631904	 628
632532	 644
633176	 640
633808	 624
634440	 612
635052	 600
635652	 596
636248	 588
636836	 580
637416	 572
637980	 572
638560	 572
639132	 584
639720	 612
640328	 620
640952	 628
641576	 648
642208	 676
642900	 688
643588	 664
644252	 652
644904	 640
645528	 636
646180	 628
646808	 604
647416	 612
648020	 604
648628	 620
649248	 640
649888	 660
650552	 696
651244	 728
651972	 724
652696	 688
653380	 664
654048	 644
654672	 632
655324	 612
655936	 600
656536	 592
657124	 580
657712	 576
658284	 572
658856	 572
659428	 584
660012	 612
660624	 648
661272	 648
661920	 648
662568	 664
663232	 672
663904	 664
664568	 640
665192	 628
665836	 620
666456	 620
667076	 620
667696	 604
668300	 600
668904	 604
669508	 616
670120	 640
670760	 640
671400	 624
672024	 616
672640	 616
673256	 624
673880	 620
674500	 596
675096	 596
675692	 604
676296	 632
676928	 644
677572	 648
678220	 636
678856	 640
679476	 652
680148	 660
680804	 652
681460	 644
682104	 628
682736	 612
683344	 604
683948	 600
684548	 612
685160	 644
685784	 656
686460	 692
687132	 732
687884	 760
688632	 732
689372	 712
690084	 700
690796	 692
691464	 676
692144	 660
692816	 672
693488	 700
694188	 724
694908	 724
695636	 744
696380	 832
697208	 492
697704	 436
698140	 852
698992	 628
699620	 240
699860	1012
700872	 872
701744	 812
702556	 872
703424	 996
704424	 856
705280	 884
706164	 928
707092	 852
707944	 828
708772	 756
709532	 708
710236	 716
710948	 864
711816	 812
712628	 728
713356	 772
714128	 796
714920	 776
715696	 748
716448	 800
717248	 948
718192	 952
719148	 832
719980	 740
720720	 756
721476	 892
722368	 932
723300	 796
724096	 828
724924	 964
725884	 832
726720	 776
727496	 904
728400	 936
729336	 808
730144	 772
730916	 908
731824	 960
732784	 852
733636	 788
734424	 872
735296	 952
736248	 828
737076	 780
737856	 980
738832	 992
739824	 828
740656	 816
741472	 896
742364	 916
743284	 804
744088	 840
744928	 992
745920	 892
746808	 808
747616	 884
748500	 936
749440	 828
750268	 788
751056	 844
751900	 908
752808	 780
753588	 752
754340	 760
755096	 788
755888	 720
756604	 700
757308	 760
758064	 968
759032	 892
759928	 812
760736	 828
761568	 880
762444	 844
763292	 784
764076	 860
764932	 940
765876	 812
766688	 780
767468	 912
768380	 940
769320	 832
770152	 876
771028	 944
771972	 864
772836	 800
773636	 900
774536	 952
775484	 844
776332	 796
777128	 864
777992	 996
778988	 896
779884	 820
780704	 948
781648	 920
782572	 804
783376	 800
784176	 924
785100	 900
785996	 796
786796	 808
787604	 940
788544	 952
789496	 824
790316	 840
791156	 904
792060	 892
792952	 804
793760	 852
794608	 996
795608	 892
796500	 808
797308	 872
798176	 916
799092	 832
799928	 820
800748	1004
801752	 996
802748	 876
803620	 856
804476	1028
805508	 984
806492	 864
807352	 956
808312	 976
809288	 880
810164	 912
811080	1060
812136	 936
813072	 888
813960	1008
814972	 980
815952	 908
816856	1004
817864	 976
818840	 892
819732	 984
820716	1036
821748	 908
822660	 912
823572	 988
824560	 912
825468	 956
826428	1088
827516	 924
828440	 900
829336	 996
830332	 924
831260	 884
832144	1104
833248	1016
834260	 900
835164	1016
836180	1012
837192	 896
838084	 976
839064	1024
840088	 912
840996	 888
841884	1040
842928	1008
843936	 920
844852	 996
845848	1016
846868	 920
847788	 956
848740	1044
849784	 972
850756	 904
851660	 976
852636	1068
853708	 952
854656	 916
855576	 992
856568	 980
857548	 904
858452	 992
859444	1048
860492	 924
861416	 900
862312	1012
863324	 972
864296	 880
865180	 924
866100	 964
867064	 848
867916	 840
868756	1008
869760	1072
870836	 916
871752	 912
872664	 976
873640	 884
874524	 860
875380	 956
876336	1064
877400	 944
878348	 924
879268	1064
880332	 920
881256	 836
882088	 780
882872	 784
883652	 936
884588	 948
885536	 920
886460	 924
887380	1064
888444	 964
889408	 876
890284	 996
891280	1072
892356	 960
893312	 972
894288	1060
895344	 948
896296	 964
897256	1048
898304	 952
899256	 864
900124	1064
901188	1048
902236	 944
903176	1048
904224	1100
905328	 976
906304	 948
907252	1032
908284	1000
909284	 876
910160	 972
911132	1040
912172	 944
913112	 948
914060	 972
915032	 984
916016	 972
916988	1028
918020	1032
919048	 916
919968	 868
920832	 964
921796	 996
922792	 892
923688	 876
924564	1016
925580	1024
926600	 908
927508	 964
928472	1064
929536	 968
930508	 920
931428	1028
932456	1088
933544	 952
934492	1032
935528	1076
936604	 980
937580	 912
938496	1104
939600	1080
940680	 980
941660	1100
942760	1120
943876	 988
944868	1020
945884	1040
946928	 960
947888	 984
948872	1116
949988	1040
951024	 948
951976	1076
953048	1068
954116	 948
955068	 940
956008	1044
957048	 992
958044	 920
958964	1048
960008	1064
961076	 964
962036	 892
962928	1060
963988	1040
965032	 952
965984	1000
966984	1112
968096	 984
969080	 884
969964	1064
971028	1056
972080	 916
973000	 912
973912	1096
975008	1064
976068	 940
977008	1112
978124	1108
979228	 988
980220	 872
981092	 884
981964	 916
982888	 908
983792	 848
984648	 840
985484	 856
986344	 776
987116	 868
987988	 968
988956	 912
989868	 892
990756	 936
991696	 928
992624	 856
993480	 872
994352	 984
995332	 960
996296	 884
997180	 912
998092	1016
999108	 972
1000080	 892
1000968	 980
1001948	1024
1002976	 932
1003904	 856
1004764	 936
1005700	1064
1006764	 988
1007752	 916
1008668	1008
1009676	1032
1010704	 908
1011612	 872
1012488	 980
1013464	1032
1014496	 908
1015408	 884
1016288	1000
1017288	 984
1018272	 864
1019136	 904
